Tweet,label
"MAU PPKM MAU ENGGA SAMA AKA KAYANYA GA BERES BERES NI WABAH

#PPKM",negative
"Semakin diperpanjang semakin tercekik. Kebutuhan perut tidak bisa kompromi dengan perpanjangan.

#PPKM #PpkmDiperpanjang #tahunbaruislam #COVID19 #OrangKecil #Pedagangmalammenangis https://t.co/9AhkqQdK6A",negative
#PPKM diperpanjang sampe 2024 bersamaan dengan pemilihan presiden yg baru wkwk udah ketebak,negative
"PPKM diperpanjang? 
Sedih melihat para pedagang yg tidak bisa mencari rezeki ditengah pandemi. Jikalau PPKM bisa sedikit dilonggarkan, maka ada secercah harapan untuk mereka yg sedang mencari nafkah. 

#PPKM",negative
"PPKM dilanjut geng🥲... gajadi deh nongki2 sama MinLah 

#PPKM #Diperpanjang #covid #indonesia 

https://t.co/CycAHl4j6W",negative
ppkm diperpanjang tapi kok aku sama kamu cuman singkat. #PPKM,negative
"PPKM kyk nagih utang ke temen anj, udah dicicil trus kl ditagih bilangnya minggu depan mulu tp kgk lunas-lunas.
#PPKM",negative
"#PPKM Lagi lagi ppkm. Ada apa ini gerangan... 
Wahai negeri ku",negative
"Dipanjangin...
Eh di Perpanjang

#PPKM 
#diperpanjang https://t.co/tvBmVcWEso",negative
"@bogorkab Mayan nih buat pengaduan tp kira2 bakal direspon dan diproses ga?
Sedikit cerita kemarin tante gue dapet bansos yg 600k itu eh ada oknum yg potong 100k katanya buat biaya admin tp ngasih ngumpet2 ~
Biaya admin apakah itu?

#pemkabbogor #bansos #PPKM",negative
"Diperpanjang lagi kaaaan.. Hahaaii... Level piro ??? Hayo tebak tebakan nanti 16 Agustus diperpanjang atau gak yaaaa 😂😂😂
#PPKM 
#ppkmdemipemulihannkri 
#yaudah
#ikutinaje
#COVID19",negative
"#PPKM  di perpanjangan sampek wong wedok gelem ngaku salah.

@OjoKulinoMekso @kulinomaido @Kulinobareng @SambatKulino",negative
@kumparan Buah kebohongan gmn pak? #PPKM,negative
BAJINGAN ELIT ELIT POLITIK #PPKM,negative
"@CNNIndonesia @jokowi MATI KARENA COVID ❌
MATI KARENA KELAPARAN ✔️

@jokowi 
#ppkm
#ppkmpelanpelankamumati",negative
"Malam 1 sura biasanya serem krna mistis, sekarang serem karena ppkm di perpanjang.

#ppkm #ppkmdiperpanjang",negative
PPKM di perpanjang sampai kamu suka sama aku 🤭 #PPKM,positive
"PPKM nya udahan dong mau magang nih, kapan kelarnya kuliahku kalau diperpanjang mulu :)
#ppkm #16agustus",negative
"Pengumuman ppkm nyicil mulu kapan lunasnya 
#PPKM Diperpanjang",negative
"Bacot  yang nyalahin PPKM diperpanjang karena orang ga vaksin dan orang yang keluar""
Orang keluar rumah karena ga WFH cuy, Yang koar nyalahin Keluar rumah, tapi dianya WFH bacot lah ajg. Kadang emang keluar gua, buat nyari makan bro
#ppkm #diperpanjang #level4 https://t.co/zOcoutCANe",negative
"Udah kaya SIM aja, perpanjangan mulu. #PPKM",negative
"Fix jadi perang Indonesia VS Jakarta, imam mahdi tos nyampe mana nyuak #ppkm",negative
"Yah, PPKM diperpanjang lagi. Tapi apa sih PPKM itu?

#PPKM #PPKMLevel4TekanCovid #ppkmlevel4langkahbaik #PPKMdaruratlevel4 https://t.co/Uuk0WBwLO7",negative
Kembali ke dunia nyata.. eh #PPKM diperpanjang,negative
"Kawan² semua, gk perlu khawatir atau penasaran apakah PPKM diperpanjang atau tidak, krn sudah pasti PPKM akan berlangsung hingga 31 Desember 2021. Cuma proses diperpanjang ny bertahap setiap 1 minggu sekali.

#PPKM
#diperpanjang 
#Covid_19
#31_Desember_2021",positive
Agak melelahkan yaa di perpanjang terus hiks 😥😥😥 #ppkm,negative
"PPKM Diperpanjang terus sampe level serius, Hubungan kamu masih stuck aja. Dibikin nyaman cuma dianggap teman. Euuh :(( PPKM Tangkal Pandemi #PPKM",negative
"Besok ini vaksin kedua. 
Please #ppkm dan #studyfromhome jangan diperpanjang lagi. Kasihan ibu kantin dekat pondok ga ada pemasukan :( https://t.co/Xa177MBh16",negative
gasekalian aja tuh ppkm sampe tahun 2022 bgstttt!!! #PPKM #Diperpanjang,negative
"Mantap pak Jokowi PPKM diperpanjang terus, kinerja mu sudah membantu bangsa ini menuju keturpurukan tanpa akhir. Kami sangat bangga memiliki perisden seperti bapak selama ini....
#PPKM #diperpanjang https://t.co/XYn2cjKAF8",positive
Kasihan sama pemerintahh.. gara2 PPKM di Buly melulu.. #PPKM,negative
"PPKM diperpanjang gaes, until Nabi Isa a.s came down to earth ngelawan covid-19, bukan memerangi dajjal lagi 😵

#ppkm",negative
"Lhadalahh 😅
#PPKM #diperpanjang https://t.co/DIFAxOiZiL",negative
Nggk akan berhenti ini sampai ganti presiden #ppkm #bangsat #diperpanjang https://t.co/tXIuoIpmdN,negative
"Diperpanjang lagee diperpanjang lagee 😌😭
#PPKM",negative
"Ra kaget lah ndro...
""Aman"".

#diperpanjang 
#PPKM 
#StayHomeStaySafe https://t.co/Vt8G5csoqg",negative
"PPKM diperpanjang..oke mengurangi penyebaran covid.
Tapi PPKM diperpanjang juga meningkatkan kemiskinan,kematian,pengangguran,kelaparan.
Pilih mana?
Tapi sudah ditentukan oleh negara kita cuma bisa menjalankan.
#diperpanjang
#PPKM
#COVID19
#",negative
"di pikir pikir ko makin aneh PPKM ni.   
Kemaren level 2 terus jadi level 3 sekarang jadi level 4 apa mau kayak bon cabe ampek level 30 😂😂

#diperpanjang #PPKM",negative
Baru ngerasain di treat like a queen eh blom ada seminggu udah ditinggalin #asw #PPKM https://t.co/I2nmb13UIg,negative
"PPKM ini sukanya ke Mak Erot, selalu diperpanjang terusssss.
#PPKM 
#ppkmlevel4",positive
"Mungkin ini rasanya sama kaya dijanjiin mau dinikahi, tapi diundur terus. we feel you mba. #celotehjkt #ppkm",negative
"Pernah ga waktu kecil dijanjiin sesuatu dr org tua biar kita nurut misal, ""habisin dulu nasinya, nanti hari minggu kita jalan2"" pas hari minggu, eh mundur ke minggu depannya 😂
Itu yg dilakukan pemerintah sekarang! #PPKM",negative
"Adu pinalti aja kenapa ?!! Perpanjangan mulu.. 😂

#PPKM",negative
"Yap sesuai dugaanku ppkm diperpanjang Lagi, enggak bisa bayangin diposisi pengusaha kecil apalagi yg kakilima, adanya covid aja mereka sudah susah apalagi ditambah ppkm gini, apakah ppkm ini sebuah solusi?
#diperpanjang #PPKM",negative
"Pa Ppkm diperpanjang mulu ya? Kaya utang tetangga wkwk
#PPKM 
#PPKMLevel4TekanCovid 
#diperpanjang https://t.co/Ifkxfnq4rt",negative
"Asikkk
#ppkm 
#covid_19 
#lahatupdate 
#lahat @ Indonesia https://t.co/6dAE1FZJOF",positive
Ppkm tambah dowo.. hebaat yo.. tp nek kedawan lemirrr jeehhzzz #ppkm #gajelas #gapaham,negative
PPKM lanjutan sampe 16 Agustus 2021 semoga 17 Agustus 2021 nya kita bisa merdeka dari COVID 19.... Ya seenggaknya bisa ngalamin masa kemerdekaan juga gw.. #PPKM #Diperpanjang #16Agustus,positive
"PPKM doang diperpanjang, chat kita enggak.

#ppkm #extended #newseyid https://t.co/DBcDUSiotU",negative
"Mukidi lagi
Mamak dan opung harus mengalah.
Cilangkap senyum 
Pejaten kecut
#PPKM",negative
"KEMARIN SI YNTKTS
sekarang LORD yg ngumumin 🤣🤣
Aneh sih 
PEPEPK KA EM
TAI NGASU
#diperpanjang
#PPKM #PpkmDiperpanjang",negative
Pak @jokowi  gmn sih pak kok #diperpanjang trus #ppkm studio senam saya gk boleh buka loh pak. Saya makan pakai apa ? Udah 1 bulan lebih,negative
Udah terserah sama #ppkm yg di #perpanjang yg penting suamiku bisa balik udah 3 buln woyyyy....,negative
"HAHAHAH terbukti kan gaes, enjoy Indonesia, semoga kalian semua sehat selalu
#PPKM https://t.co/kUhhA3uzRb",positive
"#PPKM doang yg diperpanjang, hubungan kita enggak -_-",negative
"Panjang kuat dan tahan lama
#ppkm",positive
Dah lah di perpanjang terus sampek akhir tahun sudah di setting sedemikian rupa #ppkm,negative
"#PPKM doang yg panjang, #Chat kita enggak.  🥺",negative
Semangat .... diperpanjang yah .... 🔥#PPKM #diperpanjang,positive
"kayaknya percuma deh pada bilang GWS INDONESIAKU 
#PPKM",negative
"Untuk Lomba Agustus an Tahun Ini
Lomba nya Bertahan Hidup
9-16dari26-3 seterusnya aja begitu.
Kasian Rakyat,Meninggal bukan karna Covid.Tapi karna Kelaparan
,mencari uang susah untuk beli makan..kalau ga Kerja/cari uang Ga makan Lah Perut situ enak Kenyang lahb kita kosong #PPKM",negative
"kenapa ada kesan 'tarik ulur' ttg kebijakan PPKM. kenapa gag sekalian sampai tanggal sekian gitu. kasihanilah Kami, wahai Anda yg terhormat...!!!!
#pemerintah #ppkm #psbb #lockdown #rakyat #warga #pedagang #propinsi #daerah #kabupaten #kecamatan #desa #rtrw",negative
Ya sih katanya sih begitu 🤷😅 #Diperpanjang #PPKM https://t.co/h4PaW00WpD,negative
"#PPKM #diperpanjang lagi? Yowes lah, #Sakarepmu  https://t.co/iTPqoWwBQY",negative
"@jokowi my president, tolong jangan DEPERPANJANG Lagi #ppkm ini, how can we survive? We need to eat, our children love to go to school free @nadiemmakarim, please. Sy tdi pagi mau naik #krl Maja - Kebayoran, Lama untuk mengambil Buku2 anak saya di sekolah saya tdk DIJINKAN !, https://t.co/lyo7QyM4vs",negative
#ppkm #diperpanjang #anatomy gambar gini doang sampe sejam anjir bokong sampe nyeri .. 🙂 https://t.co/EyrSZtynLz,negative
Mall dibuka di beberapa kota termasuk Sby tapi harus vaksin. Anak kecil dibawah 12 thn dan manula diatas 70 thn tidak boleh masuk🙃 #ppkm,negative
"PPKM sekarang sudah kayak bayar hutang DICICIL terooossssss hadeeeehhhhh lucu juga
#PPKM #diperpanjang",positive
Udah ada hilal belum nih? #Ppkm,negative
#PPKM sampe 16.... T,negative
Sejatinya kedatangan #Messi ke Paris dan pengumuman #PPKM ini hanya untuk mengalihkan isu perpindahan #Lukaku ke Chelsea malam ini.... #Suning licik sekali...,negative
"gegara PPkM dipanjangin gw kerjanya makan krupu..CUKUP..!! KRUPUK CUKUP! 
.
#PPKM #darurat #covid19 #dirumahajadulu #help https://t.co/WJf3MgIX2U",negative
"Ayolah.. sudahi saja #PPKM ini.. level berapapun itu..
Sudahi sajalah.. https://t.co/5BK9Q5OTSC",negative
Tik tok tik tok .... #PPKM,negative
"Sampai sekarang masih belum mengerti, kenapa pemerintah menggeser tanggal merah tahun baru Islam &amp; Maulid Nabi. Katanya si untuk mencegah covid
#1muharram1443H  #tahunbaruislam #tahunbaruhijriyah #ppkm #diperpanjang",negative
"Kangen touring oeeeyyy, ni #PPKM diperpanjang mulu dah",positive
"Omzet Anjlok, Pengrajin Rambak Ikan #Batang Bingung Jualan di Masa #PPKM #klikRMOL 
https://t.co/xv1YoSmeh5",negative
"Sedikit dokumentasi masak hari ini. 
Admin kaga suka foto foto jadi se adanya ajalah.
Yang penting solidaritas memanjang dan bertahan
entah itu dimana dan kapan pun itu.

Sudah hak nya rakyat bantu rakyat dan jangan berharap pada negara sedikitpun!

#solidaritas #ppkm https://t.co/2pPkn0BIgU",positive
"Daftar 25 Pet Shop Di Surabaya Dengan Fasilitas Terlengkap! Yuk Mampir. https://t.co/g9evfs1exj

Follow @pintarpet 😺

#pintarpet #petshopsurabaya #petshop Yahya Waloni #petshopsidoarjo #petshopmurah Dinda Diperpanjang #PesanTerakhir Betah Puas Selamat Tahun Baru Hijriyah #PPKM😺 https://t.co/5r2pFjcX4z",positive
"PPKM DI PERPANJANG SIH GPP, asal Regulasi naik pesawat boleh antigen atau harga RT-PCR nya di murahin #ppkm",negative
"Enak nya ngapai  ya? Ada ide?

#ppkm #nganggur",negative
Jam berapa pengemuman #ppkm ??,negative
"Hayo... ini mau diperpanjang lagi apa gimana??? 

#ppkm #AturanRuwet https://t.co/rocC67Mcag",negative
"Oiya dah 9 agustus😌 diperpanjang LAGI ga yaa??
Bau2nya si cuma ""dilonggarkan"" manut aelah karepmu..

#sambatankoplo #ppkm https://t.co/1PFY7dZpmI",negative
Semakin lama ppkm diperpanjang semakin lieur hirup jelema banyak kebutuhan tapi tak ada penghalilan tak ada pemasukan maka pinjaman online dan pegadaian semakin naik daun. #ppkm,positive
"Pak @jokowi kalo #ppkm diperpanjang tolong donk tagihan listrik internet, kontrakan rumah, utang bank, biaya makan, SPP pendidikan juga ditanggung, mau PPkm diperpanjang sampe kiamat juga bodo amat",negative
"Hayooo jujur deh siapa yang kangen moment motoran? Kalo mimin sih jujur udah kangen banget apalagi motoran jauh bareng temen-temen 🥲 

#PPKM 
#WahanaHonda 
#WahanaJakarta 
#WahanaTangerang https://t.co/6DcYRRL2Vq",positive
"Diperpanjang atau tidak?
#dinda 
#Messi 
#ppkm",negative
"Diperpanjang atau tidak?
#PPKM",negative
#ppkm diperpanjang sampai jokowi ga medog,negative
"Assalamualaikum kawan2 seperjuangan, yuks bantu Seniman dan Para pekerja event agar semua izin keramaian dibuka kembali oleh pemerintah

https://t.co/xdEtJXCkWm 

#jokowi #ppkm #viral #trending",negative
"Assalamualaikum kawan2 seperjuangan, yuks bantu Seniman dan Para pekerja event agar semua izin keramaian dibuka kembali oleh pemerintah
https://t.co/xdEtJXCkWm 
#jokowi #ppkm #viral #trending",negative
"Semoga aja ga di perpanjang, biar sama kek hubungan kelar terus jalanin mulai dari nol lagi. 

#PPKM #stopppkm",negative
"Islam ibarat lautan dalam dan luas tak bertepi. Tak kan cukup umur mendalami risalahnya. Mulailah dengan membaca #BukuIslam. Kami sediakan buku-buku berkualitas penambah wawasan pembaca #Senin #PPKM #Tetangga 
--
https://t.co/6ex2L4zqiH
---
https://t.co/tkeZWPEKD6 https://t.co/Z7vx4FeGel",positive
"Gak sabar nunggu pengumumaann
. 
. 
. 
. 
#PPKM",negative
"Kangen dine-in di resto? Beemin juga kangen bisa share ramainya Heater Resto dan swimming pool. Semoga keadaan semakin membaik ya dan tetap memperhatikan protokol kesehatan. BWP The Hive menerapkan protokol kesehatan demi kesehatan dan kenyaman tamu juga staff
.
#chse #ppkm https://t.co/McHHX7BhU0",positive
"@VIVAcoid mBang, dengan #PPKM rakyat dikurung tanpa dipenuhi kebutuhan dasarnya. Lain halnya jika UU Kekarantinaan (lockdown) dilaksanakan secara konsekuen. Duit yang #SebelasRibuTriliun pasti masih akan bersisa banyak. Rakyat tidak akan menjerit dan pandemi dapat cepat diatasi. #Paham?",negative
"#Tetangga yang baik adalah yang tulus dalam memberi serta tidak mengungkit pemberian. Indahnya ajaran bertetangga dalam Islam. Buku ini ajak pembaca untuk amalkan risalah mulia ini #Senin #PPKM #BukuIslam 
https://t.co/6ex2L4zqiH https://t.co/CePsCbqMrV",positive
"Ga kaget masalah #ppkm diperpanjang, cuma pengen tau diperpanjang sampe kapan",negative
"Diperpanjang ora..?? 
Yomestohhh… #ppkm",negative
"Kira2 penggumuman nanti mlm ppkm apakah diperpanjang?
#PPKM",negative
"Tiap mau pengumuman perpanjang #PPKM selalu overthinking. Padahal kita udah tau bakal di perpanjang tapi Denial aja, pas udah denger pengumumannya langsung, baru deh gerd kumat.  Selalu kaya gitu siklusnya tiap Minggu.",negative
"Ada travel kit dari koleksi #MinisoxWeBareBears yang cocok banget nih dibawa di masa #PPKM seperti ini.Kamu bisa simpan cairan disinfektan, sabun cuci tangan, dan hand sanitizers di botol mungil ini! 
Ssst! Jangan lupa di order ya Miniso Friends 😉 https://t.co/uPDb4TXJsT",positive
"Repost @bnn_cegahnarkoba 
Siapa aja #sobatcegah yang sering merasa stress coba mimin mau tau. Nih ada saran dari @dr.tirta buat kamu yang mau menghadapi stress sob..

#bersihnarkoba #bersihcovid19 #gabut #wfh #PPKM #kerja #sehat #obatstress #thankful #covid19 #covid #antistress https://t.co/LlIWfLTKuW",positive
"WAW... 
masih mahal ya....
disaat tempat lain RT-Antigen udah under 200k. RS ini antigenya masih diatas 300k.. ga update atau bagaimana saya ga paham...
menyesuaikan dong..

#PPKMLevel4TekanCovid #ppkm #rumahsakitzubirmahmud #satgascovid @dinkesaceh @satgascovid19id https://t.co/yjdL2NUlzz",negative
"Mentang2 jadi presiden, perpanjang ppkm sembarangan

Baru mau ngomong udah di fitnah mau di perpanjang beneran?

Ihh shhhh, udah udah ini nuklir bom setara bom atom Hiroshima, reall ppkm sampe kiamat

#ppkm",negative
Masih menunggu kebijakan dari Pakde apakah PPKM akan di perpanjang atau tidak. Kalau dilanjutkan berarti PPKM berlevel 5 dong. #Jokowi #PPKM #Covid_19,negative
"udah senin lagi
.
.
.
Make your joke based on fun materials. | Buat lawakan dari bahan lucu. | website: https://t.co/e61XvX7U8c | social media: @lawkwk_id
.
#lawkwk #lawak #meme #lucu #indonesia #squidward #senin #capek #tugas #ppkm #kelasonline https://t.co/u2Yxy7rKez",negative
"Sampai sore ga ada beritanya, kemungkinan diperpanjang. 
Mudah²an tidak. Ditunggu saja.
#ppkm epic",negative
#ppkm ga diperpanjangkan ? Bosen aing https://t.co/t3IGBkRoq4,negative
"Assalamualaikum sobat muslim.

WASPADA TIPU MUSLIHAT KOMUNIS.....!!

Percepatan Paramilter Komunis Menyusup #PPKM",negative
"Udah tanggal 9, mau PPKM karet berapa lagi nih? Kemaren aja karet 4 udah pedes banget 😋

#PPKM #PPKMLevel4 #PPKMDarurat",negative
"Selama #PPKM melakukan hal positif dan bermanfaat harus selalu pakai jaringan yang gokil ga khawatir kuota karena @smartfrenwold 12gb kuota nasional, 24gb kuota lokal, 70gb extra jam 1-5 pagi
#inibarugokil #gokilmax #kuybisa #ppkm #rejekiwow 
#TikTok https://t.co/8dZ0D1mwc2",positive
"Nino nyesek liat story isinya kawinan semua, banyakin sabar ya pernikahan bukan ajang perlombaan siapa yang terlebih dahulu ☺️😅 #AturanRuwet #2024 #ppkm #stoneocean https://t.co/RIFBLSnEjv",negative
Diperpanjang atau tidak?hehe #ppkm,negative
"efek ppkm banyak bgt cicilan yg harus di bayar entah gimana nyarinya Allah sang maha pemberi rezeki 😭
#ppkm",negative
"Apa kabar #ppkm ? 
Sekarang muncul #aturanruwet ... 😅😅",negative
"@MediaKomando Apa blm tau kalo virus tdk mampu bertahan hidup dlm cuaca panas.Daripada duitnya untuk #semprat_semprot,jauh lbh baik jika diperuntukkan bantu rakyat yang terdampak #ppkm namun terhindar dari #bansos.",negative
"Pelan Pelan Kehabisan Money.....
😁😥😌

#ppkm",negative
Hr ini koq blm dengar pembantu/ stap press soal bocoran PPKM pdhl besok tenggak waktu diperpanjang atau ada istilah baru lg #ppkm,negative
"Yaa mungkin kebetulan aja kali ya, sama pikiran liar gwe yang udah lama ga tuker pikiran sama orang lain secara langsung gara2 #PPKM yang diperpanjang lagi mungkin besok 9 agustus 2021",negative
"Kalo Orang dengan Gangguan Jiwa telanjang dijalan boleh, maka orang stres gara2 PPKM pakai bikini dijalan boleh dong? 😁 #ppkm #odgj #bikini",negative
"Sudah lengkap 2 dose vaksin, tapi Kalau stay di daerah Fasa 1 masih tiada guna ye, dah boleh keluar rumah pergi kerja ja bersyukur..!😢🤦🏽‍♂️ 😢#VaccinePassport #VaksinasiCovid19 #pkpd #mco #ppkm #ppkmdarurat",positive
"Efek Pandemi Covid ini memang luar biasa. Lionel Messi di PHK, Valentino Rossi dirumahkan. Bersyukurlah yang masih terima gaji....

#PPKM",positive
"#PPKM besok berahir, diperpanjang gak ya? Semoga gak diperpanjang, tapi kalau diperpanjang usul namanya PPKAU..!! 
#AturanRuwet",negative
"Luar biasa kalian,,rakyat justru mndapat arogansi aparat kala mncari nafkah dsaat #PPKM...!!! https://t.co/HzcJ5B4JhI",negative
"ORANG KAYA
TERIAK PROKES
ORANG MISKIN
TERIAK LAPAR
#PPKM https://t.co/urwGPDpRMm",negative
"Bak kota mati, begini sepinya lalin di Sudirman.

#PPKM

https://t.co/11NiaHd49H https://t.co/KYkh3OmBgr",negative
"Yuk rajin #workout di rumah, biar ngga #PPKM alias Pelan-Pelan Kita Melar.
Jadi Atlet di Rumah? Bisa Laaah... https://t.co/RC5eumIUcM",negative
"Kami Orang Rumah Selalu ada di sini 24/7 dan selalu siap membantu kamu. 
.
Hubungi kami : https://t.co/Zx0fdfwXz5
.
#ThinkBig #GrowBigger #Rumahweb
#PromoDomain #HostingMurah
#Support24Jam #Covid #PPKM https://t.co/pO9TQdIMNV",positive
"Hari libur momen kita dampingi putra-putri. Pagi jni memanfaatkan bahan alam untuk berkreasi. Dari menganyam dan menjahit. Salam Kreasi
#kerajinan #ppkm #pendidikan #kreasi #familytime https://t.co/87VFtg9AEi",positive
"Menjadi sehat secara mental atau emosional lebih memampukan kita mengatasi tantangan, membangun hubungan, dan pulih dari kemunduran dan kesulitan hidup. 

#KomnasPerempuan #PPKM #COVID19 https://t.co/0SXHfG7dfq",positive
"Diperkirakan server pemerintah sedang maintenance dikarenakan perbaikan untuk level level selanjutnya agar lebih menarik

Cuaksssss

#PPKM",negative
"Tidak semua yg ada di internet itu benar, kawan!
Jadi berolahragalah sebelum olahraga itu dilarang 🚫..

#PPKM #PanjangDanLama https://t.co/BwdJaOKUfV https://t.co/7IqoABYzpI",negative
"Pemerintah jangan hanya razia masker terus,
Coba razia orang-orang miskin yang tidak bisa makan!!! 
                     #ppkm bukan solusi",negative
"Belum setahun Pak @YasonaLaoly   
Conf pers larangan TKA masuk saat #PPKM kini TKA sudah masuk secara leluasa. Betul"" anak buah #KingOfLipService sedikitpun Pejabat RI tidak ada sience of crisis.
@AdcMenkumham 
#PresidenTerburukDalamSejarah",negative
"Wah ini baru beneran gokil
https://t.co/PRMBcP88tL
#inibarugokil #kuybisa #PPKM #rezekiwow",positive
"Kaum ku , kaum gondrongers kalo jadi guru selama Daring. 

#NKRIBukanMilikPDIP
#JENNIE 
Pak SBY
#gondrong 
#KaumGondrong 
#Gondrongers 
#PPKM https://t.co/tiOJ71kgZR",negative
Selamat pagi momss! walau lg #PPKM #DiRumahAja harus tetep semangat yaa.,positive
"Ini adalah cara kami untuk liburan adventure dimasa PPKM, yg sabar ya nak.. 
.
#PPKM 
#PPKMLevel4LawanCovid 
#COVID19 
#VarianteDelta https://t.co/Mpfl1ucW6O",positive
"Nasi goreng rumahan yang tentunya lebih sehat ini bisa kamu buat dengan mudah untuk sarapan keluarga di masa PPKM seperti ini, Berikut bahan dan resep yang diperlukan, mudah kann?

#Ayambrandid #WFH #PPKM #Nasigoreng #sarden https://t.co/tG0YSAF1vs",positive
"Alhamdullilah semenjak covid teko dodolanku lancar, kudu di syukuri !!!
#ppkm https://t.co/dviAUDFF8y",positive
"Sepanjang PPKM jumlah penumpang di Bandara Hang Nadim menurun.

Iyalah, syarat perjalanan juga tidak mudah kan ya..

#BARAKATA #batam #PPKM 
https://t.co/LtgZIDKszn",negative
"Monggo yang butuh madu dengan khasiat yang luarbiasa, siap dikirim sampe depan rumah 
WA 081359460080
#madu 
#madura 
#ikhtiar 
#madusehat 
#sehat 
#ppkm 
#sembuh https://t.co/AP0SvAC97r",positive
"Ya Allah, gimana mau dirumah aja, kalo duit buat perpanjang sewa rumah nya gaada.

#PPKM",negative
sabar 2 hari lagi pasti bakal (kelar) ? #PPKM,positive
Kewajiban sudah dilaksanakan.. HAK saya mn?.. #ppkm #gakpeka #wadul https://t.co/YQPO0GW4iC,negative
Pura Pura Kuat Menjalani #ppkm,negative
"gara gara PPKM ngak cuma pekerjaan yg hilang Kepercayaan juga 

#PPKM",negative
Hasil survei menunjukkan pria lebih merasa jenuh dibanding perempuan di masa PPKM Darurat. #PPKM https://t.co/aEyEzXVjdl,negative
Kata mas bas bungkam terpaksa #StayHome #PPKM #noenjoy,negative
"@tvOneNews Ijin Pak...

Setidaknya yang saya lihat hari ini di daerah sekitar Tangerang - Gading Serpong, kondisi aktifitas sudah berangsur normal, jadi saya kurang jelas turun level PPKM seperti apa yang dimaksud.

#PPKM Pergi Pulang Kena Macet",negative
"@Beritasatu Ijin Pak...

Setidaknya yang saya lihat hari ini di daerah sekitar Tangerang - Gading Serpong, kondisi aktifitas sudah berangsur normal, jadi saya kurang jelas turun level PPKM seperti apa yang dimaksud.

#PPKM Pulang Pergi Kena Macet",negative
"Assalamualaikum
Jualan sepi pembeli.
Coba cari tambahan bikin komik online.
Semoga goal. Aamiin yra.

#COVID19 #Corona  #PPKM #PPKMLevel4  #Y.N.T.K.T.S.",negative
"Dah lama nggk jalan-jalan sore, sekalinya jalan-jalan sore nggk lama #ppkm",negative
"Kalo besok tanggal 9 masi di perpanjang.. Trus gaada hasil nya.. 
Mendingan tanggal 10 nya adu pinalti aja yok.. 
#PPKM",negative
"Penerapan PPKM Level 4 di beberapa wilayah di Pulau Jawa sepertinya semakin tidak efektif. Data proxy dari satelit mengungkapkan pergerakan/mobilitas semakin tinggi, hal ini disimpulkan dari data emisi NO2 yang semakin pekat. Data perekaman tanggal 1-7 August 2021 #PPKM https://t.co/nsCzuDgAgD",negative
"Begitu tidak santainya orang santai.

#santai #PPKM",negative
"I also enjoyed watching this quirky serie @GraceandFrankie on #netflix 
Watched 3 series so far. Dinamika cinta dan hasrat kakek-kakek dan nenek-nenek Amrik, yang pasti gak bisa terjadi di Indonesia 🤪

#Indonesia #PPKM #WorkFromHome https://t.co/RcYITtqisR",positive
"Makan apa ya enaknya ??
Yang ""Menggebrak"" rasa di lidah ?? 🤔.

#Indonesia #MakanMurahDirumah #DiRumahAja #PPKM #Covid19 #MalamMinggu #SaveJomblo",positive
Sayur Gratis Selama PPKM Untungkan IRT di Gowa https://t.co/Pe5V1evSJ8 #BeritaGowa #PPKM #SayurGratis,positive
https://t.co/6fxJf6T6ma @tokopedia #Tokopedia #TokopediaWIB #dirumahaja #PPKMLevel4LawanCovid #PPKM #PPKMLevel4LangkahBaik #snack #Snacktime #snacks #kuliner #food #foodie #makanan #fypシ #FYP #Indonesia #cemilan #jajanan #Bogor,positive
"#PPKM di perpanjang? Jangan khawatir boring di rumah yg pengen update 24 jam di medsos tanpa lelet kuy cobain @smartfrenworld GOKIL MAX! Mulai 30 murce kan?Ini Zona GOKIL gue, Zona GOKIL MAX!#inibarugokil #kuybisa #rejekiwow #rejekidepanmata #smartfren 
https://t.co/fWHyiFFYTM",positive
"Cara hemat makan nikmat ala #PPKM #masakanpadang 

Pesen PAKET Padang 10rb, bungkus, pulang ke rumah, tambah nasi, tambah lauk, makan berdua 🤣 https://t.co/tBW6wSb53T",positive
"""Hingga titik terang, aku berfikir. MENYAKITI bukan hal yg semuanya bisa di katakan jelek, tetapi terkadang ada niat baik untuk MENYAKITI""
#quotes #itsokaynotbeokay #PPKM",negative
"https://t.co/3A2CGWkGKS

 HEBOH ! Beredar Stiker Mobil Anti Putar Balik saat PPKM, Polisi: Itu Tidak Benar

#Viral 
#PPKM 
#StikerAntiPutarBalik",negative
"Tidur lebih nyenyak, suasana hati menjadi lebih baik dan yang terpenting meningkatkan imun dan mencegah dari berbagai penyakit. 

Lihat challenge di link berikut:
https://t.co/Zxdse1u0Nu

Yuk mention teman kamu buat ikutan challenge ini!

#PPKM
#ChallengeOlahraga
#MinbakChallenge",positive
"fight back to survive..!!  

#lekassembuhindonesiaku
#covidgoaway
#PPKM
#FIGHT_OR_ESCAPE",positive
Pejuang Keluarga ... Hati2 Kang...🙏🙏💪💪 #PPKM https://t.co/RHY3YDaR0h,positive
"Hai Agen baru, kamu bisa mulai berjualan tanpa modal dengan aktifkan Kredit Agen dari program PAYFAZZ Pasti Kasih Modal (PPKM) lho.

Yuk simak cara aktifinnya di sini!
https://t.co/1ZdIj2eOfZ

#JadiMungkinDenganKreditAgenPAYFAZZ #PPKM #SegalanyaJadiMungkin",positive
